Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
23476,71,-0.15,-0.84,-0.44,-1.43,-8.27,-4.27,-63.92,6.66
23494,41,-0.15,-0.85,-0.46,-1.49,-8.38,-4.51,-63.94,6.58
23513,26,-0.14,-0.84,-0.45,-1.42,-8.27,-4.37,-63.92,6.52
23531,19,-0.14,-0.86,-0.44,-1.38,-8.38,-4.33,-63.92,6.46
23549,-18,-0.12,-0.87,-0.43,-1.23,-8.49,-4.21,-63.93,6.40
23568,-54,-0.11,-0.88,-0.44,-1.11,-8.63,-4.28,-63.95,6.35
23586,-57,-0.11,-0.88,-0.42,-1.11,-8.62,-4.09,-63.99,6.30
23605,-38,-0.12,-0.90,-0.44,-1.17,-8.78,-4.35,-64.02,6.25
23623,-12,-0.13,-0.91,-0.46,-1.24,-8.89,-4.54,-64.02,6.20
23642,8,-0.12,-0.90,-0.47,-1.22,-8.83,-4.65,-63.97,6.16
23660,32,-0.13,-0.89,-0.48,-1.25,-8.76,-4.71,-63.85,6.15
23678,51,-0.14,-0.88,-0.48,-1.33,-8.63,-4.72,-63.65,6.16
23697,36,-0.14,-0.86,-0.45,-1.34,-8.39,-4.36,-63.45,6.20
23715,0,-0.15,-0.85,-0.41,-1.43,-8.37,-4.02,-63.31,6.23
23734,-33,-0.14,-0.84,-0.40,-1.32,-8.26,-3.95,-63.24,6.21
23752,-48,-0.12,-0.85,-0.42,-1.18,-8.37,-4.14,-63.21,6.16
23771,-42,-0.12,-0.86,-0.43,-1.15,-8.46,-4.21,-63.20,6.09
23789,-60,-0.13,-0.88,-0.46,-1.28,-8.65,-4.49,-63.17,6.04
23808,-85,-0.13,-0.89,-0.46,-1.32,-8.76,-4.54,-63.11,6.00
23827,3,-0.15,-0.89,-0.45,-1.47,-8.69,-4.41,-63.01,5.99
23844,117,-0.16,-0.88,-0.43,-1.57,-8.62,-4.21,-62.93,6.04
23864,96,-0.17,-0.88,-0.41,-1.63,-8.62,-4.00,-62.91,6.09
23882,40,-0.14,-0.88,-0.41,-1.40,-8.61,-3.97,-62.95,6.10
23900,11,-0.12,-0.87,-0.43,-1.18,-8.56,-4.23,-63.01,6.09
23918,-23,-0.13,-0.89,-0.48,-1.23,-8.72,-4.68,-63.00,6.08
23938,-28,-0.12,-0.87,-0.47,-1.15,-8.54,-4.65,-62.90,6.05
23956,-10,-0.14,-0.87,-0.46,-1.34,-8.53,-4.47,-62.80,6.06
23974,-31,-0.14,-0.86,-0.43,-1.40,-8.45,-4.22,-62.74,6.09
23993,-115,-0.14,-0.86,-0.44,-1.36,-8.42,-4.27,-62.68,6.10
24011,-167,-0.12,-0.87,-0.44,-1.21,-8.49,-4.29,-62.65,6.09
24030,-19,-0.11,-0.86,-0.44,-1.08,-8.46,-4.35,-62.60,6.06
24048,138,-0.13,-0.86,-0.44,-1.27,-8.39,-4.29,-62.56,6.05
24067,68,-0.14,-0.88,-0.42,-1.39,-8.58,-4.11,-62.57,6.06
24085,27,-0.13,-0.89,-0.43,-1.26,-8.73,-4.17,-62.62,6.04
24103,61,-0.11,-0.89,-0.47,-1.12,-8.68,-4.60,-62.64,6.00
24122,34,-0.12,-0.90,-0.49,-1.20,-8.78,-4.82,-62.55,5.96
24140,20,-0.13,-0.87,-0.47,-1.26,-8.49,-4.61,-62.41,5.95
24159,25,-0.15,-0.86,-0.46,-1.43,-8.43,-4.54,-62.22,5.95
24177,21,-0.16,-0.86,-0.43,-1.57,-8.45,-4.22,-62.05,5.98
24196,-27,-0.17,-0.85,-0.40,-1.67,-8.34,-3.90,-61.98,6.03
24214,-141,-0.13,-0.87,-0.43,-1.29,-8.48,-4.25,-61.94,6.02
24232,-139,-0.10,-0.87,-0.46,-0.95,-8.48,-4.51,-61.89,5.96
24251,18,-0.11,-0.86,-0.45,-1.12,-8.46,-4.39,-61.81,5.92
24269,47,-0.15,-0.87,-0.43,-1.48,-8.52,-4.19,-61.74,5.93
24288,-18,-0.18,-0.88,-0.40,-1.80,-8.66,-3.96,-61.72,5.96
24306,26,-0.19,-0.89,-0.41,-1.88,-8.75,-4.00,-61.77,6.03
24325,76,-0.16,-0.89,-0.44,-1.57,-8.72,-4.30,-61.82,6.08
24343,51,-0.15,-0.89,-0.48,-1.43,-8.75,-4.71,-61.80,6.14
24361,41,-0.12,-0.88,-0.49,-1.18,-8.63,-4.78,-61.68,6.14
24380,40,-0.11,-0.86,-0.44,-1.10,-8.39,-4.33,-61.58,6.20
24398,9,-0.10,-0.85,-0.43,-0.99,-8.33,-4.23,-61.49,6.25
24417,-28,-0.13,-0.87,-0.42,-1.23,-8.48,-4.14,-61.44,6.32
24435,-64,-0.13,-0.88,-0.43,-1.26,-8.59,-4.21,-61.42,6.35
24454,-50,-0.10,-0.88,-0.44,-1.02,-8.58,-4.33,-61.41,6.31
24472,-10,-0.06,-0.86,-0.44,-0.64,-8.40,-4.36,-61.38,6.27
24491,-22,-0.11,-0.90,-0.48,-1.13,-8.79,-4.66,-61.31,6.42
24509,-12,-0.15,-0.90,-0.47,-1.50,-8.85,-4.62,-61.17,6.57
24528,24,-0.19,-0.89,-0.46,-1.87,-8.74,-4.52,-60.93,6.74
24547,32,-0.21,-0.88,-0.43,-2.09,-8.61,-4.24,-60.70,6.90
24564,36,-0.17,-0.85,-0.39,-1.69,-8.36,-3.84,-60.59,7.01
24583,32,-0.15,-0.85,-0.38,-1.46,-8.30,-3.71,-60.54,7.06
24601,15,-0.14,-0.85,-0.39,-1.40,-8.33,-3.84,-60.58,7.08
24620,0,-0.14,-0.85,-0.42,-1.33,-8.35,-4.09,-60.62,7.11
24638,-15,-0.13,-0.87,-0.45,-1.28,-8.51,-4.43,-60.65,7.12
24656,-28,-0.16,-0.87,-0.44,-1.61,-8.51,-4.34,-60.62,7.16
24675,-26,-0.16,-0.85,-0.45,-1.54,-8.34,-4.37,-60.57,7.18
24693,-14,-0.14,-0.86,-0.43,-1.38,-8.43,-4.24,-60.54,7.17
24713,-2,-0.10,-0.89,-0.44,-0.96,-8.71,-4.26,-60.54,7.12
24731,11,-0.06,-0.91,-0.45,-0.54,-8.94,-4.37,-60.52,6.99
24750,20,-0.08,-0.91,-0.42,-0.80,-8.87,-4.15,-60.49,6.93
24767,21,-0.12,-0.91,-0.41,-1.18,-8.95,-4.06,-60.49,6.89
24785,15,-0.12,-0.90,-0.39,-1.15,-8.79,-3.79,-60.52,6.85
24804,3,-0.15,-0.89,-0.37,-1.48,-8.73,-3.62,-60.64,6.88
24822,-11,-0.16,-0.88,-0.39,-1.56,-8.65,-3.82,-60.81,6.94
24841,-16,-0.15,-0.88,-0.42,-1.46,-8.58,-4.12,-60.98,6.97
24859,-17,-0.15,-0.85,-0.42,-1.46,-8.34,-4.13,-61.14,6.99
24879,-15,-0.14,-0.85,-0.43,-1.39,-8.29,-4.22,-61.24,7.07
24897,-3,-0.18,-0.86,-0.47,-1.79,-8.45,-4.63,-61.27,7.22
24915,8,-0.19,-0.85,-0.43,-1.87,-8.33,-4.17,-61.30,7.38
24934,15,-0.15,-0.83,-0.39,-1.50,-8.16,-3.86,-61.43,7.54
24952,15,-0.11,-0.85,-0.43,-1.04,-8.31,-4.17,-61.57,7.62
24970,10,-0.04,-0.88,-0.47,-0.39,-8.60,-4.59,-61.72,7.56
24988,2,0.00,-0.91,-0.53,0.02,-8.90,-5.20,-61.77,7.41
25007,-6,-0.01,-0.93,-0.55,-0.10,-9.14,-5.41,-61.64,7.24
25025,-13,-0.05,-0.93,-0.53,-0.50,-9.15,-5.21,-61.36,7.13
25043,-14,-0.08,-0.90,-0.49,-0.74,-8.81,-4.82,-61.00,7.07
25062,-9,-0.14,-0.93,-0.44,-1.36,-9.09,-4.35,-60.59,7.15
25080,-2,-0.21,-0.95,-0.40,-2.05,-9.32,-3.90,-60.28,7.24
25099,4,-0.22,-0.98,-0.39,-2.14,-9.56,-3.83,-60.23,7.22
25117,10,-0.21,-1.01,-0.41,-2.09,-9.92,-4.03,-60.35,7.14
25136,10,-0.20,-1.00,-0.43,-2.00,-9.75,-4.24,-60.41,7.07
25154,7,-0.13,-1.03,-0.46,-1.25,-10.07,-4.50,-60.57,6.91
25172,2,-0.11,-1.06,-0.57,-1.07,-10.38,-5.63,-60.62,6.72
25191,-3,-0.21,-1.15,-0.69,-2.09,-11.23,-6.77,-60.27,6.81
25209,-9,-0.22,-1.14,-0.70,-2.12,-11.22,-6.85,-59.55,6.85
25228,-9,-0.16,-1.06,-0.57,-1.57,-10.40,-5.54,-58.57,6.83
25246,-6,-0.17,-0.97,-0.41,-1.69,-9.51,-4.01,-57.67,6.82
25265,-1,-0.15,-0.88,-0.30,-1.43,-8.66,-2.91,-56.89,6.63
25283,3,-0.12,-0.89,-0.30,-1.21,-8.74,-2.90,-56.36,6.41
25302,6,-0.08,-0.94,-0.34,-0.78,-9.21,-3.35,-55.78,6.28
25320,8,-0.07,-0.94,-0.34,-0.66,-9.20,-3.37,-55.10,6.26
25338,6,-0.06,-0.92,-0.34,-0.55,-9.00,-3.34,-54.27,6.23
25357,0,-0.11,-0.83,-0.27,-1.06,-8.14,-2.60,-53.42,6.26
25375,-4,-0.16,-0.83,-0.23,-1.57,-8.16,-2.26,-52.73,6.40
25394,-5,-0.13,-0.85,-0.16,-1.32,-8.30,-1.59,-52.21,6.49
25412,-3,-0.07,-0.82,-0.18,-0.70,-8.08,-1.74,-51.83,6.43
25431,-2,-0.04,-0.78,-0.15,-0.43,-7.67,-1.51,-51.44,6.21
25449,0,-0.04,-0.74,-0.12,-0.44,-7.27,-1.18,-51.35,5.92
25467,0,-0.01,-0.74,-0.13,-0.12,-7.30,-1.31,-51.49,5.55
25486,3,-0.00,-0.70,-0.15,-0.02,-6.83,-1.52,-51.70,5.15
25503,5,0.02,-0.68,-0.16,0.22,-6.62,-1.55,-52.02,4.84
25522,2,0.04,-0.65,-0.14,0.35,-6.33,-1.37,-52.47,4.44
25540,-2,0.11,-0.65,-0.12,1.05,-6.33,-1.13,-53.12,3.90
25559,-2,0.16,-0.66,-0.12,1.60,-6.42,-1.23,-53.91,3.32
25577,-3,0.15,-0.62,-0.13,1.44,-6.11,-1.26,-54.79,2.90
25594,-3,0.12,-0.64,-0.14,1.18,-6.26,-1.36,-55.82,2.64
25613,0,0.09,-0.66,-0.15,0.89,-6.44,-1.45,-57.11,2.39
25631,0,0.09,-0.65,-0.18,0.88,-6.38,-1.73,-58.36,2.15
25650,1,0.07,-0.67,-0.21,0.73,-6.58,-2.02,-59.73,2.01
25667,4,0.03,-0.76,-0.32,0.34,-7.41,-3.11,-60.79,2.18
25686,3,-0.00,-0.82,-0.34,-0.04,-8.07,-3.38,-61.88,2.42
25704,5,-0.03,-0.86,-0.36,-0.28,-8.46,-3.57,-62.90,2.67
25722,6,-0.07,-0.91,-0.38,-0.72,-8.90,-3.69,-63.74,2.92
25741,6,-0.14,-0.98,-0.44,-1.36,-9.64,-4.31,-64.49,3.17
25759,0,-0.24,-1.06,-0.49,-2.33,-10.39,-4.78,-65.01,3.32
25778,-6,-0.25,-1.09,-0.50,-2.42,-10.68,-4.92,-65.34,3.38
25796,-7,-0.27,-1.12,-0.58,-2.68,-10.94,-5.72,-65.97,3.34
25815,-3,-0.27,-1.17,-0.59,-2.62,-11.44,-5.76,-66.36,3.28
25833,-2,-0.28,-1.23,-0.50,-2.72,-12.07,-4.90,-66.80,3.15
25851,-2,-0.36,-1.26,-0.60,-3.49,-12.38,-5.91,-66.76,3.19
25870,0,-0.44,-1.29,-0.69,-4.32,-12.63,-6.75,-66.37,3.26
25888,0,-0.39,-1.16,-0.52,-3.78,-11.32,-5.11,-65.53,3.56
25907,-1,-0.23,-0.99,-0.32,-2.28,-9.68,-3.12,-64.80,3.94
25925,-4,-0.23,-0.87,-0.18,-2.23,-8.49,-1.80,-64.45,4.39
25944,-3,-0.16,-0.80,-0.20,-1.61,-7.89,-1.93,-64.42,4.64
25962,-2,-0.10,-0.80,-0.23,-1.00,-7.86,-2.25,-64.65,4.72
25980,1,-0.08,-0.82,-0.31,-0.79,-8.04,-3.06,-65.00,4.67
25999,5,-0.09,-0.85,-0.39,-0.92,-8.32,-3.86,-65.30,4.58
26017,2,-0.12,-0.84,-0.39,-1.20,-8.19,-3.84,-65.55,4.50
26036,2,-0.15,-0.85,-0.38,-1.51,-8.34,-3.69,-65.76,4.44
26054,4,-0.20,-0.87,-0.38,-2.00,-8.52,-3.72,-65.96,4.47
26073,1,-0.23,-0.90,-0.41,-2.21,-8.81,-4.05,-66.20,4.58
26090,0,-0.22,-0.94,-0.44,-2.16,-9.20,-4.36,-66.29,4.71
26108,-1,-0.18,-0.94,-0.50,-1.78,-9.20,-4.95,-66.34,4.80
26127,-3,-0.15,-0.93,-0.50,-1.49,-9.07,-4.91,-66.24,4.89
26145,-3,-0.13,-0.90,-0.47,-1.32,-8.82,-4.59,-66.06,5.01
26164,-2,-0.13,-0.88,-0.45,-1.28,-8.62,-4.41,-65.82,5.12
26182,0,-0.12,-0.87,-0.41,-1.20,-8.48,-4.01,-65.61,5.21
26201,2,-0.11,-0.85,-0.39,-1.11,-8.30,-3.79,-65.43,5.24
26219,3,-0.13,-0.84,-0.38,-1.24,-8.27,-3.69,-65.35,5.28
26237,1,-0.14,-0.86,-0.37,-1.36,-8.46,-3.64,-65.35,5.29
26256,0,-0.13,-0.88,-0.41,-1.29,-8.63,-4.02,-65.36,5.24
26274,0,-0.16,-0.90,-0.42,-1.55,-8.80,-4.08,-65.36,5.25
26293,-2,-0.17,-0.91,-0.44,-1.70,-8.94,-4.35,-65.30,5.28
26311,-2,-0.17,-0.90,-0.42,-1.67,-8.85,-4.14,-65.21,5.31
26330,-2,-0.17,-0.89,-0.42,-1.66,-8.74,-4.09,-65.12,5.38
26348,0,-0.16,-0.88,-0.41,-1.57,-8.67,-4.05,-65.03,5.44
26366,1,-0.15,-0.88,-0.43,-1.50,-8.67,-4.19,-64.92,5.49
26385,2,-0.15,-0.87,-0.41,-1.49,-8.53,-4.00,-64.81,5.54
26402,3,-0.18,-0.87,-0.41,-1.72,-8.54,-4.03,-64.72,5.60
26421,1,-0.18,-0.86,-0.40,-1.80,-8.46,-3.91,-64.63,5.69
26439,0,-0.17,-0.87,-0.41,-1.66,-8.48,-3.99,-64.57,5.76
26458,-1,-0.16,-0.87,-0.41,-1.56,-8.54,-4.06,-64.51,5.82
26476,-1,-0.15,-0.88,-0.41,-1.51,-8.60,-4.02,-64.45,5.87
26494,-2,-0.15,-0.89,-0.42,-1.43,-8.68,-4.11,-64.39,5.89
26513,-2,-0.15,-0.89,-0.42,-1.47,-8.76,-4.10,-64.33,5.93
26531,0,-0.16,-0.89,-0.42,-1.54,-8.73,-4.11,-64.24,5.98
26550,1,-0.15,-0.89,-0.42,-1.48,-8.68,-4.09,-64.14,6.03
26568,2,-0.16,-0.88,-0.42,-1.57,-8.65,-4.10,-64.04,6.10
26587,3,-0.14,-0.88,-0.41,-1.42,-8.63,-4.01,-63.94,6.15
26605,2,-0.15,-0.87,-0.39,-1.50,-8.52,-3.86,-63.88,6.20
26624,0,-0.15,-0.88,-0.40,-1.43,-8.65,-3.87,-63.83,6.21
26642,-1,-0.14,-0.88,-0.41,-1.38,-8.62,-4.05,-63.80,6.22
26659,-2,-0.12,-0.89,-0.41,-1.22,-8.74,-4.06,-63.77,6.21
26678,-3,-0.13,-0.89,-0.41,-1.31,-8.71,-4.04,-63.72,6.18
26696,0,-0.14,-0.88,-0.40,-1.34,-8.62,-3.96,-63.68,6.16
26715,0,-0.15,-0.89,-0.41,-1.50,-8.71,-4.04,-63.65,6.15
26733,1,-0.15,-0.89,-0.42,-1.45,-8.69,-4.10,-63.62,6.14
26752,2,-0.15,-0.89,-0.42,-1.46,-8.75,-4.09,-63.58,6.13
26770,2,-0.16,-0.89,-0.42,-1.55,-8.70,-4.11,-63.51,6.15
26788,0,-0.17,-0.87,-0.41,-1.67,-8.54,-3.97,-63.45,6.20
26807,-1,-0.16,-0.88,-0.40,-1.60,-8.60,-3.94,-63.41,6.26
26825,-1,-0.17,-0.88,-0.41,-1.63,-8.59,-3.99,-63.38,6.33
26844,-2,-0.17,-0.88,-0.41,-1.62,-8.62,-4.02,-63.33,6.37
26862,-2,-0.16,-0.89,-0.41,-1.58,-8.68,-4.03,-63.29,6.41
26881,0,-0.17,-0.89,-0.41,-1.63,-8.72,-4.01,-63.23,6.44
26899,0,-0.16,-0.88,-0.41,-1.60,-8.59,-3.97,-63.18,6.49
26917,2,-0.16,-0.89,-0.41,-1.55,-8.70,-3.98,-63.13,6.53
26936,3,-0.14,-0.88,-0.41,-1.39,-8.66,-4.01,-63.08,6.55
26953,1,-0.13,-0.88,-0.40,-1.31,-8.64,-3.94,-63.04,6.57
26972,0,-0.14,-0.88,-0.41,-1.37,-8.62,-4.05,-62.98,6.58
26990,0,-0.16,-0.88,-0.41,-1.56,-8.61,-3.99,-62.93,6.62
27009,-2,-0.16,-0.89,-0.40,-1.61,-8.70,-3.95,-62.89,6.65
27027,-2,-0.15,-0.89,-0.42,-1.48,-8.74,-4.10,-62.83,6.67
27045,-1,-0.16,-0.89,-0.41,-1.54,-8.72,-4.05,-62.76,6.70
27064,0,-0.15,-0.89,-0.40,-1.51,-8.68,-3.90,-62.69,6.73
27082,0,-0.15,-0.88,-0.37,-1.52,-8.58,-3.64,-62.69,6.77
27101,2,-0.15,-0.89,-0.38,-1.44,-8.70,-3.71,-62.74,6.78
27119,1,-0.15,-0.90,-0.38,-1.44,-8.86,-3.77,-62.83,6.79
27138,1,-0.14,-0.90,-0.39,-1.33,-8.80,-3.78,-62.96,6.79
27156,0,-0.12,-0.90,-0.38,-1.21,-8.85,-3.73,-63.17,6.81
27173,-1,-0.13,-0.90,-0.42,-1.25,-8.85,-4.16,-63.29,6.88
27192,0,-0.15,-0.90,-0.43,-1.43,-8.86,-4.17,-63.36,6.97
27210,-2,-0.15,-0.90,-0.40,-1.43,-8.83,-3.90,-63.48,6.98
27229,-2,-0.15,-0.89,-0.41,-1.44,-8.69,-4.06,-63.59,6.99
27247,0,-0.15,-0.87,-0.40,-1.45,-8.57,-3.91,-63.74,7.00
27266,2,-0.19,-0.86,-0.30,-1.84,-8.46,-2.95,-64.07,6.86
27284,2,-0.17,-0.83,-0.32,-1.64,-8.12,-3.12,-64.66,6.42
27302,2,-0.18,-0.81,-0.38,-1.73,-7.93,-3.69,-65.26,5.90
27321,1,-0.27,-0.83,-0.33,-2.69,-8.13,-3.27,-66.06,5.06
27339,0,-0.25,-0.80,-0.27,-2.43,-7.85,-2.63,-67.22,3.98
27358,-1,-0.23,-0.78,-0.35,-2.24,-7.64,-3.39,-68.81,1.96
27376,-2,-0.18,-0.75,-0.34,-1.76,-7.34,-3.35,-70.81,-0.90
27395,-3,-0.17,-0.71,-0.40,-1.69,-7.00,-3.90,-73.18,-4.70
27413,0,-0.25,-0.89,-0.66,-2.46,-8.72,-6.51,-75.19,-7.47
27431,2,-0.09,-0.92,-0.80,-0.87,-9.00,-7.79,-76.69,-9.03
27450,3,-0.16,-0.84,-0.69,-1.61,-8.25,-6.74,-78.13,-10.92
27468,2,-0.36,-0.62,-0.46,-3.49,-6.04,-4.56,-79.72,-12.70
27487,2,-0.35,-0.49,-0.48,-3.40,-4.79,-4.70,-81.89,-14.49
27505,1,-0.26,-0.61,-0.67,-2.53,-5.97,-6.59,-84.01,-15.77
27524,0,-0.10,-0.66,-1.04,-1.01,-6.51,-10.19,-85.42,-16.11
27542,-2,-0.09,-0.65,-1.14,-0.87,-6.36,-11.20,-85.79,-16.30
27560,-4,-0.12,-0.62,-1.12,-1.19,-6.11,-10.99,-85.68,-15.64
27580,-3,-0.32,-0.64,-1.00,-3.14,-6.26,-9.77,-85.35,-15.13
27598,0,-0.22,-0.61,-0.89,-2.17,-5.98,-8.69,-84.74,-15.55
27617,3,0.07,-0.52,-0.97,0.64,-5.06,-9.50,-83.79,-15.92
27635,8,0.03,-0.53,-1.34,0.34,-5.16,-13.12,-82.22,-16.20
27654,2,0.09,-0.60,-1.22,0.84,-5.92,-11.94,-79.45,-16.38
27672,-4,0.13,-0.51,-0.99,1.27,-4.96,-9.70,-75.91,-15.39
27691,-6,0.17,-0.51,-0.79,1.62,-5.03,-7.70,-72.41,-12.63
27709,-5,0.11,-0.47,-0.81,1.04,-4.61,-7.98,-69.13,-9.35
27727,-6,-0.02,-0.63,-0.58,-0.21,-6.22,-5.69,-66.41,-6.75
27746,-3,-0.07,-0.79,-0.60,-0.70,-7.77,-5.87,-63.94,-3.80
27764,1,-0.05,-0.78,-0.85,-0.45,-7.61,-8.38,-61.40,-3.19
27783,1,0.07,-0.78,-0.63,0.71,-7.60,-6.13,-58.62,-2.97
27800,1,-0.01,-0.72,-0.52,-0.14,-7.05,-5.07,-56.30,-3.15
27819,7,-0.18,-0.82,-0.47,-1.74,-8.02,-4.62,-54.02,-3.40
27837,5,-0.27,-0.88,-0.46,-2.61,-8.58,-4.53,-52.04,-3.29
27855,0,-0.24,-0.83,-0.36,-2.32,-8.13,-3.56,-50.31,-2.74
27874,-2,-0.19,-0.78,-0.21,-1.87,-7.68,-2.10,-48.91,-1.11
27892,-3,-0.25,-0.76,-0.11,-2.42,-7.42,-1.10,-47.91,1.61
27911,-3,-0.34,-0.77,-0.21,-3.31,-7.59,-2.11,-46.96,4.95
27929,-1,-0.38,-0.79,-0.23,-3.71,-7.70,-2.24,-46.03,7.98
27948,1,-0.42,-0.73,-0.21,-4.15,-7.18,-2.10,-45.47,10.09
27966,3,-0.30,-0.87,-0.14,-2.93,-8.56,-1.34,-45.67,10.84
27984,5,-0.22,-0.80,-0.18,-2.17,-7.81,-1.78,-46.19,11.03
28003,5,-0.25,-0.88,-0.31,-2.42,-8.58,-3.05,-46.91,11.40
28021,3,-0.23,-0.99,-0.45,-2.25,-9.66,-4.41,-47.66,11.91
28040,0,-0.27,-1.00,-0.51,-2.62,-9.77,-5.02,-48.03,12.34
28058,-3,-0.34,-0.98,-0.46,-3.29,-9.59,-4.48,-48.14,12.51
28077,-5,-0.32,-0.93,-0.37,-3.17,-9.14,-3.67,-48.24,12.48
28096,-3,-0.23,-0.91,-0.33,-2.29,-8.87,-3.20,-48.56,12.32
28114,0,-0.17,-0.91,-0.38,-1.63,-8.91,-3.76,-48.93,12.24
28133,1,-0.17,-0.89,-0.41,-1.65,-8.75,-4.04,-49.15,12.25
28151,4,-0.19,-0.85,-0.38,-1.88,-8.32,-3.69,-49.37,12.22
28170,4,-0.21,-0.85,-0.36,-2.08,-8.36,-3.57,-49.62,12.18
28188,2,-0.22,-0.86,-0.39,-2.14,-8.42,-3.79,-49.87,12.12
28207,0,-0.21,-0.87,-0.36,-2.10,-8.49,-3.57,-50.18,11.92
28225,-4,-0.21,-0.88,-0.37,-2.03,-8.61,-3.65,-50.53,11.77
28243,-5,-0.20,-0.88,-0.39,-1.98,-8.64,-3.80,-50.86,11.67
28262,-3,-0.21,-0.89,-0.41,-2.09,-8.69,-3.98,-51.15,11.59
28280,-1,-0.21,-0.89,-0.40,-2.02,-8.74,-3.88,-51.40,11.51
28299,2,-0.21,-0.88,-0.42,-2.10,-8.67,-4.08,-51.61,11.47
28317,4,-0.19,-0.89,-0.41,-1.89,-8.69,-4.04,-51.76,11.38
28336,4,-0.21,-0.88,-0.40,-2.02,-8.59,-3.90,-51.89,11.30
28354,3,-0.20,-0.89,-0.38,-1.97,-8.71,-3.75,-52.03,11.27
28372,0,-0.22,-0.87,-0.36,-2.15,-8.57,-3.49,-52.19,11.26
28391,-4,-0.23,-0.88,-0.38,-2.28,-8.66,-3.68,-52.37,11.25
28409,-4,-0.22,-0.88,-0.36,-2.19,-8.62,-3.58,-52.55,11.23
28428,-4,-0.24,-0.87,-0.36,-2.34,-8.56,-3.56,-52.78,11.23
28446,-1,-0.21,-0.89,-0.40,-2.10,-8.68,-3.92,-52.98,11.21
28465,0,-0.22,-0.88,-0.39,-2.13,-8.66,-3.78,-53.16,11.21
28483,4,-0.20,-0.88,-0.39,-1.93,-8.62,-3.82,-53.35,11.18
28502,6,-0.21,-0.88,-0.39,-2.03,-8.64,-3.80,-53.53,11.17
28520,3,-0.21,-0.88,-0.38,-2.08,-8.62,-3.68,-53.72,11.16
28538,0,-0.21,-0.88,-0.37,-2.01,-8.58,-3.66,-53.93,11.16
28557,-1,-0.21,-0.88,-0.38,-2.03,-8.62,-3.75,-54.14,11.14
28575,-4,-0.20,-0.88,-0.40,-1.95,-8.60,-3.90,-54.32,11.11
28594,-5,-0.20,-0.87,-0.39,-1.95,-8.53,-3.78,-54.50,11.04
28612,-4,-0.19,-0.88,-0.39,-1.88,-8.60,-3.79,-54.69,11.01
28631,0,-0.19,-0.87,-0.41,-1.86,-8.50,-3.97,-54.87,11.04
28649,4,-0.22,-0.87,-0.40,-2.18,-8.54,-3.95,-54.99,11.07
28667,6,-0.24,-0.88,-0.39,-2.32,-8.63,-3.84,-55.02,11.12
28686,4,-0.19,-0.89,-0.41,-1.87,-8.75,-3.99,-55.10,11.14
28704,1,-0.18,-0.89,-0.40,-1.80,-8.74,-3.88,-55.17,11.15
28723,-2,-0.21,-0.89,-0.37,-2.09,-8.72,-3.65,-55.27,11.13
28741,-4,-0.22,-0.88,-0.38,-2.17,-8.64,-3.71,-55.39,11.13
28760,-4,-0.22,-0.88,-0.40,-2.12,-8.63,-3.89,-55.48,11.13
28778,-4,-0.21,-0.88,-0.40,-2.09,-8.62,-3.92,-55.54,11.14
28796,0,-0.22,-0.88,-0.39,-2.13,-8.62,-3.79,-55.60,11.15
28815,3,-0.20,-0.88,-0.37,-1.98,-8.60,-3.64,-55.71,11.13
28833,5,-0.21,-0.87,-0.37,-2.07,-8.54,-3.67,-55.83,11.12
28852,5,-0.21,-0.88,-0.38,-2.07,-8.64,-3.76,-55.95,11.08
28870,2,-0.21,-0.88,-0.39,-2.06,-8.59,-3.81,-56.04,11.06
28889,-1,-0.21,-0.89,-0.38,-2.05,-8.68,-3.73,-56.15,11.07
28907,-3,-0.22,-0.88,-0.37,-2.15,-8.63,-3.62,-56.28,11.11
28925,-5,-0.21,-0.88,-0.38,-2.06,-8.65,-3.75,-56.43,11.11
28945,-5,-0.21,-0.88,-0.39,-2.04,-8.61,-3.79,-56.56,11.10
28963,-1,-0.19,-0.88,-0.40,-1.89,-8.63,-3.93,-56.67,11.07
28982,2,-0.19,-0.87,-0.39,-1.86,-8.53,-3.80,-56.77,11.03
29000,6,-0.20,-0.88,-0.38,-1.92,-8.66,-3.70,-56.91,11.04
29019,5,-0.20,-0.89,-0.39,-1.96,-8.68,-3.86,-57.03,11.05
29037,2,-0.20,-0.89,-0.40,-1.98,-8.69,-3.94,-57.12,11.10
29056,0,-0.19,-0.89,-0.38,-1.89,-8.70,-3.76,-57.22,11.20
29074,-3,-0.18,-0.89,-0.39,-1.79,-8.67,-3.81,-57.32,11.34
29092,-4,-0.20,-0.88,-0.40,-2.00,-8.62,-3.90,-57.40,11.52
29111,-4,-0.22,-0.87,-0.39,-2.12,-8.52,-3.79,-57.50,11.76
29129,-2,-0.22,-0.87,-0.39,-2.18,-8.55,-3.85,-57.58,11.87
29148,1,-0.22,-0.88,-0.39,-2.16,-8.58,-3.79,-57.68,11.93
29166,4,-0.22,-0.88,-0.39,-2.13,-8.61,-3.84,-57.78,11.95
29185,5,-0.22,-0.88,-0.40,-2.13,-8.59,-3.96,-57.89,11.93
29203,3,-0.20,-0.89,-0.41,-1.97,-8.68,-4.00,-57.98,11.91
29221,-1,-0.23,-0.86,-0.41,-2.22,-8.47,-4.00,-58.01,11.93
29240,-3,-0.21,-0.87,-0.39,-2.09,-8.56,-3.83,-58.07,11.89
